o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15
0.574578558,0.67293656,0.771294561,0.869652563,0.968010565,1.066368566,1.164726568,0,0,0,0,0,0,0,0
0.574578558,0.67293656,0.771294561,0.869652563,0.968010565,1.066368566,1.164726568,0,0,0,0,0,0,0,0
0.613921759,0.712279761,0.810637762,0.908995764,1.007353765,1.105711767,0,0,0,0,0,0,0,0,0
-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,0,0,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,0,0,0,0,0,0,0,0
-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,0,0,0,0,0
-0.979477866,-0.881119864,-0.782761863,-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,0,0,0,0,0,0,0
-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,0,0,0,0,0,0
-0.969642066,-0.871284064,-0.772926063,-0.674568061,-0.57621006,-0.477852058,-0.379494057,-0.281136055,-0.182778053,0,0,0,0,0,0
-0.949970465,-0.851612464,-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,0,0,0,0,0,0
-0.664732261,-0.566374259,-0.468016258,-0.369658256,-0.271300255,-0.172942253,-0.074584252,0.02377375,0.122131751,0,0,0,0,0,0
-1.638476476,-1.540118475,-1.441760473,-1.343402472,-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-0.674568061,-0.57621006,-0.477852058,-0.379494057,-0.281136055,-0.182778053,-0.084420052,0.01393795,0,0,0,0,0,0,0
-0.674568061,-0.57621006,-0.477852058,-0.379494057,-0.281136055,-0.182778053,-0.084420052,0.01393795,0,0,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-0.684403861,-0.58604586,-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0
-1.638476476,-1.540118475,-1.441760473,-1.343402472,-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455
-1.638476476,-1.540118475,-1.441760473,-1.343402472,-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455
-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,-0.497523658,-0.399165657,-0.300807655,0
-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0,0,0,0,0,0,0
-0.487687858,-0.389329857,-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0,0,0,0,0,0,0
-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,0,0,0,0,0,0,0,0,0,0
-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0,0,0,0,0,0,0,0
-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0,0,0,0,0,0,0,0,0
-0.507359459,-0.409001457,-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0,0,0,0,0,0,0
0.269668754,0.368026755,0.466384757,0.564742758,0.66310076,0.761458761,0.859816763,0,0,0,0,0,0,0,0
-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0,0,0,0,0,0,0
0.249997153,0.348355155,0.446713156,0.545071158,0.643429159,0,0,0,0,0,0,0,0,0,0
0.427041556,0.525399558,0.623757559,0.722115561,0.820473562,0.918831564,1.017189565,0,0,0,0,0,0,0,0
1.29259197,1.390949971,1.489307973,1.587665974,1.686023976,1.784381977,1.882739979,-1.608969076,-1.510611074,-1.412253073,-1.313895071,-1.21553707,-1.117179068,-1.018821067,-0.920463065
-0.290971855,-0.192613854,-0.094255852,0.004102149,0,0,0,0,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,-0.143434853,0,0,0,0,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,0,0,0,0,0,0,0,0,0,0,0,0
-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0.358190955,0,0,0,0,0,0
-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0,0,0,0,0,0,0,0,0,0
-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0,0,0,0,0,0,0
-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0,0,0,0,0,0,0
-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0.338519355,0,0,0,0,0,0
1.135219167,1.233577169,1.33193517,1.430293172,1.528651173,1.627009175,1.725367176,1.823725178,0,0,0,0,0,0,0
1.095875967,1.194233968,1.29259197,1.390949971,1.489307973,1.587665974,1.686023976,1.784381977,1.882739979,-1.608969076,-1.510611074,0,0,0,0
1.164726568,1.263084569,1.361442571,1.459800572,1.558158574,1.656516575,1.754874577,1.853232578,-1.638476476,-1.540118475,-1.441760473,0,0,0,0
-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0,0,0,0,0,0,0,0,0
-0.418837257,-0.320479256,-0.222121254,-0.123763253,-0.025405251,0.072952751,0.171310752,0.269668754,0,0,0,0,0,0,0
-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0,0,0,0,0,0,0
-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0,0,0,0,0,0,0
-0.448344658,-0.349986656,-0.251628655,0,0,0,0,0,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0,0,0,0,0,0,0
-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0,0,0,0,0,0,0
-1.697491277,-1.599133276,-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,0,0,0,0,0,0,0,0
-1.569625875,-1.471267874,-1.372909872,-1.274551871,0,0,0,0,0,0,0,0,0,0,0
-1.461432074,-1.363074072,-1.26471607,-1.166358069,-1.068000067,0,0,0,0,0,0,0,0,0,0
-1.697491277,-1.599133276,-1.500775274,-1.402417273,-1.304059271,-1.205701269,0,0,0,0,0,0,0,0,0
-1.461432074,-1.363074072,-1.26471607,-1.166358069,-1.068000067,-0.969642066,-0.871284064,0,0,0,0,0,0,0,0
-0.930298865,-0.831940864,-0.733582862,-0.635224861,-0.536866859,-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0.348355155,0.446713156
-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0.348355155,0.446713156,0,0,0,0,0,0
-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0.348355155,0.446713156,0,0,0,0,0,0
-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0.358190955,0.456548957,0,0,0,0,0,0
-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0.358190955,0.456548957,0,0,0,0,0,0
-0.369658256,-0.271300255,-0.172942253,-0.074584252,0.02377375,0.122131751,0.220489753,0.318847754,0.417205756,0,0,0,0,0,0
0.122131751,0.220489753,0.318847754,0.417205756,0,0,0,0,0,0,0,0,0,0,0
-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0.427041556,0,0,0,0,0,0
-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0.427041556,0,0,0,0,0,0
-0.045076851,0.05328115,0.151639152,0.249997153,0.348355155,0.446713156,0.545071158,0.643429159,0.741787161,0.840145163,0.938503164,1.036861166,1.135219167,1.233577169,0
-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0.338519355,0,0,0,0,0,0,0
-1.510611074,-1.412253073,-1.313895071,-1.21553707,-1.117179068,-1.018821067,-0.920463065,-0.822105063,0,0,0,0,0,0,0
-1.510611074,-1.412253073,-1.313895071,-1.21553707,-1.117179068,-1.018821067,-0.920463065,-0.822105063,0,0,0,0,0,0,0
-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,-0.831940864,0,0,0,0,0,0,0
-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,-0.831940864,0,0,0,0,0,0,0
-1.510611074,-1.412253073,-1.313895071,-1.21553707,-1.117179068,-1.018821067,-0.920463065,-0.822105063,0,0,0,0,0,0,0
-0.930298865,-0.831940864,-0.733582862,-0.635224861,-0.536866859,0,0,0,0,0,0,0,0,0,0
-0.979477866,-0.881119864,-0.782761863,-0.684403861,-0.58604586,0,0,0,0,0,0,0,0,0,0
-0.940134665,-0.841776664,-0.743418662,-0.645060661,0,0,0,0,0,0,0,0,0,0,0
-0.999149466,-0.900791465,-0.802433463,-0.704075462,-0.60571746,-0.507359459,0,0,0,0,0,0,0,0,0
-1.018821067,-0.920463065,-0.822105063,-0.723747062,-0.62538906,-0.527031059,0,0,0,0,0,0,0,0,0
-0.930298865,-0.831940864,-0.733582862,-0.635224861,-0.536866859,0,0,0,0,0,0,0,0,0,0
0.151639152,0.249997153,0.348355155,0.446713156,0.545071158,0.643429159,0.741787161,0,0,0,0,0,0,0,0
0.161474952,0.259832953,0.358190955,0.456548957,0.554906958,0.65326496,0.751622961,0,0,0,0,0,0,0,0
0.141803352,0.240161353,0.338519355,0.436877356,0.535235358,0.633593359,0.731951361,0,0,0,0,0,0,0,0
0.141803352,0.240161353,0.338519355,0.436877356,0.535235358,0.633593359,0.731951361,0,0,0,0,0,0,0,0
0.151639152,0.249997153,0.348355155,0.446713156,0.545071158,0.643429159,0.741787161,0,0,0,0,0,0,0,0
0.161474952,0.259832953,0.358190955,0.456548957,0.554906958,0.65326496,0.751622961,0,0,0,0,0,0,0,0
0.141803352,0.240161353,0.338519355,0.436877356,0.535235358,0.633593359,0.731951361,0,0,0,0,0,0,0,0
0.151639152,0.249997153,0.348355155,0.446713156,0.545071158,0.643429159,0.741787161,0,0,0,0,0,0,0,0
-0.763090263,-0.664732261,-0.566374259,-0.468016258,-0.369658256,-0.271300255,-0.172942253,-0.074584252,0.02377375,0.122131751,0.220489753,0.318847754,0,0,0
-0.743418662,-0.645060661,-0.546702659,-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0.338519355,0,0,0
-0.733582862,-0.635224861,-0.536866859,-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0.05328115,0.151639152,0.249997153,0.348355155,0,0,0
-0.763090263,-0.664732261,-0.566374259,-0.468016258,-0.369658256,-0.271300255,-0.172942253,-0.074584252,0.02377375,0.122131751,0.220489753,0.318847754,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0,0,0
-0.753254462,-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0.03360955,0.131967551,0.230325553,0.328683555,0,0,0
-0.743418662,-0.645060661,-0.546702659,-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0.04344535,0.141803352,0.240161353,0.338519355,0,0,0
-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,-1.008985266,-0.910627265,-0.812269263,-0.713911262,0,0,0,0,0,0
-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,-1.008985266,-0.910627265,-0.812269263,0,0,0,0,0,0,0
-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,-1.008985266,-0.910627265,0,0,0,0,0,0,0,0
-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,-0.802433463,-0.704075462,0,0,0,0,0,0
-1.500775274,-1.402417273,-1.304059271,-1.205701269,0,0,0,0,0,0,0,0,0,0,0
-1.25488027,-1.156522269,-1.058164267,-0.959806266,-0.861448264,-0.763090263,0,0,0,0,0,0,0,0,0
-1.23520867,-1.136850668,-1.038492667,-0.940134665,-0.841776664,-0.743418662,0,0,0,0,0,0,0,0,0
-1.22537287,-1.127014868,-1.028656867,-0.930298865,-0.831940864,-0.733582862,0,0,0,0,0,0,0,0,0
-1.25488027,-1.156522269,-1.058164267,-0.959806266,-0.861448264,-0.763090263,0,0,0,0,0,0,0,0,0
-1.25488027,-1.156522269,-1.058164267,-0.959806266,-0.861448264,-0.763090263,0,0,0,0,0,0,0,0,0
-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,0,0,0,0,0,0,0,0,0
-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,0,0,0,0,0,0,0,0,0
-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,0,0,0,0,0,0,0,0,0
-1.24504447,-1.146686469,-1.048328467,-0.949970465,-0.851612464,-0.753254462,0,0,0,0,0,0,0,0,0
-1.24504447,-1.146686469,-1.048328467,0,0,0,0,0,0,0,0,0,0,0,0
-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,0,0,0,0,0,0,0,0,0,0
-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,0,0,0,0,0,0,0,0,0,0
-1.687655477,-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,-0.802433463,-0.704075462,-0.60571746,0,0,0
-1.677819677,-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,0,0,0
-1.677819677,-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,0,0,0
-1.687655477,-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,-0.802433463,-0.704075462,-0.60571746,0,0,0
-1.658148077,-1.559790075,-1.461432074,0,0,0,0,0,0,0,0,0,0,0,0
-1.687655477,-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,-0.802433463,-0.704075462,-0.60571746,0,0,0
-1.677819677,-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,-0.792597663,-0.694239661,-0.59588166,0,0,0
-1.697491277,-1.599133276,-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,-1.008985266,-0.910627265,-0.812269263,-0.713911262,-0.61555326,0,0,0
-0.60571746,-0.507359459,-0.409001457,-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0,0,0,0,0,0,0
-0.62538906,-0.527031059,-0.428673057,-0.330315056,-0.231957054,-0.133599053,-0.035241051,0.06311695,0.161474952,0.259832953,0.358190955,0.456548957,0.554906958,0.65326496,0
-0.61555326,-0.517195259,-0.418837257,-0.320479256,-0.222121254,-0.123763253,-0.025405251,0.072952751,0.171310752,0.269668754,0.368026755,0.466384757,0,0,0
-0.61555326,-0.517195259,-0.418837257,-0.320479256,-0.222121254,-0.123763253,-0.025405251,0.072952751,0.171310752,0.269668754,0.368026755,0.466384757,0.564742758,0.66310076,0.761458761
-0.60571746,-0.507359459,-0.409001457,-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0.476220557,0.574578558,0.67293656,0.771294561
-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0,0,0,0,0,0,0
-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,0,0,0,0,0,0,0,0,0,0
-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0,0,0,0,0,0,0,0
-0.59588166,-0.497523658,-0.399165657,-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0.289340354,0.387698355,0.486056357,0.584414359,0.68277236,0.781130362
-0.60571746,-0.507359459,-0.409001457,-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0,0,0,0,0,0,0
0.04344535,0.141803352,0.240161353,0.338519355,0.436877356,0.535235358,0.633593359,0.731951361,0.830309362,0.928667364,1.027025365,1.125383367,1.223741369,1.32209937,1.420457372
0.06311695,0.161474952,0.259832953,0.358190955,0.456548957,0,0,0,0,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,0,0,0,0,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,-0.831940864,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,-0.831940864,0,0,0,0,0
1.863068379,-1.628640676,-1.530282675,-1.431924673,-1.333566671,-1.23520867,-1.136850668,-1.038492667,-0.940134665,-0.841776664,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,0,0,0,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,0,0,0,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,0,0,0,0,0,0,0,0,0,0,0
1.833560978,-1.658148077,-1.559790075,-1.461432074,0,0,0,0,0,0,0,0,0,0,0
1.872904179,-1.618804876,-1.520446874,-1.422088873,-1.323730871,-1.22537287,-1.127014868,-1.028656867,-0.930298865,0,0,0,0,0,0
-1.599133276,-1.500775274,-1.402417273,-1.304059271,-1.205701269,-1.107343268,-1.008985266,-0.910627265,0,0,0,0,0,0,0
-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,0,0,0,0,0,0,0
-1.579461675,-1.481103674,-1.382745672,0,0,0,0,0,0,0,0,0,0,0,0
-1.589297476,-1.490939474,-1.392581472,-1.294223471,0,0,0,0,0,0,0,0,0,0,0
-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,0,0,0,0,0,0,0
-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,-0.802433463,0,0,0,0,0,0
-1.589297476,-1.490939474,-1.392581472,-1.294223471,-1.195865469,-1.097507468,-0.999149466,-0.900791465,0,0,0,0,0,0,0
-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,0,0,0,0,0,0,0
-1.579461675,-1.481103674,-1.382745672,-1.284387671,-1.186029669,-1.087671668,-0.989313666,-0.890955665,0,0,0,0,0,0,0
-0.654896461,-0.556538459,-0.458180458,-0.359822456,-0.261464455,-0.163106453,-0.064748452,0,0,0,0,0,0,0,0
-0.645060661,-0.546702659,-0.448344658,0,0,0,0,0,0,0,0,0,0,0,0
-0.635224861,-0.536866859,-0.438508857,-0.340150856,-0.241792854,-0.143434853,-0.045076851,0,0,0,0,0,0,0,0
-0.645060661,-0.546702659,-0.448344658,-0.349986656,-0.251628655,-0.153270653,-0.054912651,0,0,0,0,0,0,0,0
-0.664732261,-0.566374259,-0.468016258,-0.369658256,-0.271300255,-0.172942253,-0.074584252,0,0,0,0,0,0,0,0
0.712279761,0.810637762,0.908995764,1.007353765,1.105711767,1.204069768,1.30242777,1.400785771,0,0,0,0,0,0,0
0.712279761,0.810637762,0.908995764,1.007353765,1.105711767,1.204069768,1.30242777,1.400785771,0,0,0,0,0,0,0
0.771294561,0.869652563,0.968010565,1.066368566,1.164726568,1.263084569,1.361442571,1.459800572,0,0,0,0,0,0,0
0.830309362,0.928667364,1.027025365,1.125383367,1.223741369,1.32209937,1.420457372,1.518815373,0,0,0,0,0,0,0
0.830309362,0.928667364,1.027025365,1.125383367,1.223741369,1.32209937,1.420457372,1.518815373,0,0,0,0,0,0,0
0.849980963,0.948338964,1.046696966,1.145054967,1.243412969,1.34177097,1.440128972,1.538486973,1.636844975,1.735202977,1.833560978,-1.658148077,-1.559790075,0,0
-1.008985266,-0.910627265,-0.812269263,-0.713911262,-0.61555326,-0.517195259,-0.418837257,-0.320479256,-0.222121254,-0.123763253,-0.025405251,0.072952751,0.171310752,0.269668754,0.368026755
-0.999149466,-0.900791465,-0.802433463,-0.704075462,-0.60571746,-0.507359459,-0.409001457,-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555
-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0
-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0.299176154,0.397534156,0,0,0,0,0,0,0
-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0.299176154,0.397534156,0,0,0,0,0,0,0
-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0.299176154,0,0,0,0,0,0,0,0
-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0,0
-0.212285454,-0.113927452,-0.015569451,0,0,0,0,0,0,0,0,0,0,0,0
-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0,0
-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0,0
-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0
-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0
-0.310643455,-0.212285454,-0.113927452,-0.015569451,0.082788551,0.181146552,0.279504554,0.377862555,0,0,0,0,0,0,0
-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0.289340354,0.387698355,0,0,0,0,0,0,0
-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0.289340354,0,0,0,0,0,0,0,0
-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0.289340354,0.387698355,0,0,0,0,0,0,0
-0.300807655,-0.202449654,-0.104091652,-0.005733651,0.092624351,0.190982352,0.289340354,0.387698355,0,0,0,0,0,0,0
-0.290971855,-0.192613854,-0.094255852,0.004102149,0.102460151,0.200818153,0.299176154,0,0,0,0,0,0,0,0
1.263084569,1.361442571,1.459800572,1.558158574,1.656516575,0,0,0,0,0,0,0,0,0,0
1.233577169,1.33193517,1.430293172,1.528651173,1.627009175,0,0,0,0,0,0,0,0,0,0
1.253248769,1.351606771,1.449964772,1.548322774,1.646680775,1.745038777,0,0,0,0,0,0,0,0,0
1.213905568,1.31226357,1.410621571,1.508979573,0,0,0,0,0,0,0,0,0,0,0
1.194233968,1.29259197,1.390949971,1.489307973,1.587665974,1.686023976,0,0,0,0,0,0,0,0,0
1.194233968,1.29259197,1.390949971,1.489307973,1.587665974,0,0,0,0,0,0,0,0,0,0
1.145054967,1.243412969,1.34177097,1.440128972,1.538486973,1.636844975,1.735202977,1.833560978,0,0,0,0,0,0,0
1.174562368,1.272920369,1.371278371,1.469636372,1.567994374,1.666352375,0,0,0,0,0,0,0,0,0
